Title,Rank,Score,Medium,Number of Episodes,Episode Length,Start Date,End Date,Premier Season,Source Material,Age Rating,Number of Members,URLS,Synopses,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8
Violet Evergarden,61,8.63,TV,13,24 min. per ep.,Jan 2018,Apr 2018,Winter,Light novel,"
  PG-13",953473,https://myanimelist.net/anime/33352/Violet_Evergarden,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning. Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.",Slice of Life,Drama,Fantasy,,,,,
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,62,8.62,TV,39,23 min. per ep.,Oct 2018,Jul 2019,Fall,Manga,"
  R - 17+",483941,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,"In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur. Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Buccellati, a member of the Passione gang with his own sense of justice. JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss.",Action,Adventure,Shounen,,,,,
Kizumonogatari II: Nekketsu-hen,63,8.62,Movie,1,1 hr. 4 min.,Aug 2016,Aug 2016,N/A,Light novel,"
  R - 17+",289901,https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen,"No longer truly human, Koyomi Araragi decides to retrieve Kiss-shot Acerola-orion Heart-under-blade's severed body parts that were stolen by three powerful vampire hunters. Awaiting him are Dramaturgie, a vampire hunter who is a vampire himself; Episode, a half-vampire with the ability to transform into mist; and Guillotinecutter, a human priest who is the most dangerous of them all. Unbeknownst to Araragi, each minute he spends trying to retrieve Kiss-shot's limbs makes him less of a human and more of a vampire. Will he be able to keep his wish of becoming human once again by the end of his battles?",Action,Mystery,Supernatural,Vampire,,,,
Yojouhan Shinwa Taikei,64,8.61,TV,11,23 min. per ep.,Apr 2010,Jul 2010,Spring,Novel,"
  R - 17+",295430,https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei,"One autumn evening at a mysterious ramen stand behind the Shimogamo Shrine, a lonely third-year college student bumps into a man with an eggplant-shaped head who calls himself a god of matrimony. Meeting this man causes the student to reflect upon his past two years at college—two years bitterly spent trying to break up couples on campus with his only friend Ozu, a ghoulish-looking man seemingly set on making his life as miserable as possible. Resolving to make the most out of the rest of his college life, the student attempts to ask out the unsociable but kind-hearted underclassman Akashi, yet fails to follow through, prompting him to regret not living out his college life differently. As soon as this thought passes through his head, however, he is hurtled through time and space to the beginning of his years at college and given another chance to live his life. Surreal, artistic, and mind-bending, Yojouhan Shinwa Taikei chronicles the misadventures of a young man on a journey to make friends, find love, and experience the rose-colored campus life he always dreamed of.",Mystery,Comedy,Psychological,Romance,,,,
Natsume Yuujinchou San,65,8.60,TV,13,24 min. per ep.,Jul 2011,Sep 2011,Summer,Manga,"
  PG-13",194983,https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,"Natsume Yuujinchou San follows Takashi Natsume, a boy who is able to see youkai. Natsume and his bodyguard Madara, nicknamed Nyanko-sensei, continue on their quest to release youkai from their contracts in the ""Book of Friends."" Natsume comes to terms with his ability to see youkai and stops thinking of it as a curse. As he spends more time with his human and youkai friends, he realizes how much he values them both and decides he doesn't have to choose between the spirit and human worlds to be happy.",Slice of Life,Demons,Supernatural,Drama,Shoujo,,,
Shouwa Genroku Rakugo Shinjuu,66,8.60,TV,13,26 min. per ep.,Jan 2016,Apr 2016,Winter,Manga,"
  PG-13",216169,https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu,"Yotarou is a former yakuza member fresh out of prison and fixated on just one thing: rather than return to a life of crime, the young man aspires to take to the stage of Rakugo, a traditional Japanese form of comedic storytelling. Inspired during his incarceration by the performance of distinguished practitioner Yakumo Yuurakutei, he sets his mind on meeting the man who changed his life. After hearing Yotarou's desperate appeal for his mentorship, Yakumo is left with no choice but to accept his very first apprentice. As he eagerly begins his training, Yotarou meets Konatsu, an abrasive young woman who has been under Yakumo's care ever since her beloved father Sukeroku Yuurakutei, another prolific Rakugo performer, passed away. Through her hidden passion, Yotarou is drawn to Sukeroku's unique style of Rakugo despite learning under contrasting techniques. Upon seeing this, old memories and feelings return to Yakumo who reminisces about a much earlier time when he made a promise with his greatest rival. Shouwa Genroku Rakugo Shinjuu is a story set in both the past and present, depicting the art of Rakugo, the relationships it creates, and the lives and hearts of those dedicated to keeping the unique form of storytelling alive.",Drama,Historical,Josei,,,,,
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,67,8.60,Movie,1,1 hr. 57 min.,Jan 2019,Jan 2019,N/A,Visual novel,"
  R - 17+",183085,https://myanimelist.net/anime/33049/Fate_stay_night_Movie__Heavens_Feel_-_II_Lost_Butterfly,"The Fifth Holy Grail War continues, and the ensuing chaos results in higher stakes for all participants. Shirou Emiya continues to participate in the war, aspiring to be a hero of justice who saves everyone. He sets out in search of the truth behind a mysterious dark shadow and its murder spree, determined to defeat it. Meanwhile, Shinji Matou sets his own plans into motion, threatening Shirou through his sister Sakura Matou. Shirou and Rin Toosaka battle Shinji, hoping to relieve Sakura from the abuses of her brother. But the ugly truth of the Matou siblings begins to surface, and many dark secrets are exposed. Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly continues to focus on the remaining Masters and Servants as they fight each other in the hopes of obtaining the Holy Grail. However, as darkness arises within Fuyuki City, even the state of their sacred war could be in danger.",Action,Fantasy,Magic,Supernatural,,,,
Fate/Zero 2nd Season,68,8.60,TV,12,24 min. per ep.,Apr 2012,Jun 2012,Spring,Light novel,"
  R - 17+",776855,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,"As the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win. Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat.",Action,Supernatural,Magic,Fantasy,,,,
Haikyuu!!: To the Top 2nd Season,69,8.60,TV,12,23 min. per ep.,Oct 2020,Dec 2020,Fall,Manga,"
  PG-13",281578,https://myanimelist.net/anime/40776/Haikyuu__To_the_Top_2nd_Season,"Karasuno enters into the second half of Nationals with brand-new opponents: Inarizaki High. The long-standing powerhouse team includes a few familiar faces, namely Miya Atsumu. Named Japan's ""best high school setter,"" Miya previously rubbed elbows with Kageyama at the All-Japan Youth Intensive Training Camp. Karasuno will have to overcome a setter that outranks their own, and Atsumu's twin brother is on the team, too.",Comedy,Sports,Drama,School,Shounen,,,
Hajime no Ippo: Rising,70,8.60,TV,25,22 min. per ep.,Oct 2013,Mar 2014,Fall,Manga,"
  PG-13",168910,https://myanimelist.net/anime/19647/Hajime_no_Ippo__Rising,"Japanese Featherweight Champion Makunouchi Ippo has defended his title belt once more with the help of his devastating signature move: the Dempsey Roll. However, new challengers are rising up left and right, claiming to have an answer for the move responsible for crushing his opponents. Will Ippo be able to step up to the challenge, or will the weight of his pride destroy him before he finds out just what it means to be strong? Meanwhile, fellow Kamogawa Gym mate Aoki Masaru is just a hop, skip, and a Frog Punch away from claiming his own belt, ready to take on the Japanese Lightweight Champion! Hajime no Ippo: Rising continues Ippo's quest to become stronger, featuring the same cast of loveable dimwits from Kamogawa Gym, as they put their bodies and hearts on the line to make their way in the harsh world of professional boxing. With a will of iron, Ippo steps into the ring once again.",Comedy,Sports,Drama,Shounen,,,,
Kimi no Suizou wo Tabetai,71,8.60,Movie,1,1 hr. 48 min.,Sep 2018,Sep 2018,N/A,Novel,"
  PG-13",382160,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,"The aloof protagonist: a bookworm who is deeply detached from the world he resides in. He has no interest in others and is firmly convinced that nobody has any interest in him either. His story begins when he stumbles across a handwritten book, titled ""Living with Dying."" He soon identifies it as a secret diary belonging to his popular, bubbly classmate Sakura Yamauchi. She then confides in him about the pancreatic disease she is suffering from and that her time left is finite. Only her family knows about her terminal illness; not even her best friends are aware. Despite this revelation, he shows zero sympathy for her plight, but caught in the waves of Sakura's persistent buoyancy, he eventually concedes to accompanying her for her remaining days. As the pair of polar opposites interact, their connection strengthens, interweaving through their choices made with each passing day. Her apparent nonchalance and unpredictability disrupts the protagonist's impassive flow of life, gradually opening his heart as he discovers and embraces the true meaning of living.",Drama,,,,,,,
Bakuman. 3rd Season,72,8.59,TV,25,24 min. per ep.,Oct 2012,Mar 2013,Fall,Manga,"
  PG-13",261441,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,"Onto their third serialization, manga duo Moritaka Mashiro and Akito Takagi—also known by their pen name, Muto Ashirogi—are ever closer to their dream of an anime adaption. However, the real challenge is only just beginning: if they are unable to compete with the artist Eiji Niizuma in the rankings within the span of six months, they will be canceled. To top it off, numerous rivals are close behind and declaring war. They don't even have enough time to spare thinking about an anime! In Bakuman. 3rd Season, Muto Ashirogi must find a way to stay atop the colossal mountain known as the Shounen Jack rankings. With new problems and new assistants, the pair continue to strive for their dream.",Comedy,Drama,Romance,Shounen,,,,
Natsume Yuujinchou Go,73,8.59,TV,11,23 min. per ep.,Oct 2016,Dec 2016,Fall,Manga,"
  PG-13",130325,https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go,Season 5 of Natsume Yuujinchou.,Slice of Life,Demons,Supernatural,Drama,Shoujo,,,
One Punch Man,74,8.59,TV,12,24 min. per ep.,Oct 2015,Dec 2015,Fall,Web manga,"
  R - 17+",1979366,https://myanimelist.net/anime/30276/One_Punch_Man,"The seemingly ordinary and unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, he trained relentlessly for three years—and lost all of his hair in the process. Now, Saitama is incredibly powerful, so much so that no enemy is able to defeat him in battle. In fact, all it takes to defeat evildoers with just one punch has led to an unexpected problem—he is no longer able to enjoy the thrill of battling and has become quite bored. This all changes with the arrival of Genos, a 19-year-old cyborg, who wishes to be Saitama's disciple after seeing what he is capable of. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society, and Saitama, shocked that no one knows who he is, quickly agrees. And thus begins the story of One Punch Man, an action-comedy that follows an eccentric individual who longs to fight strong enemies that can hopefully give him the excitement he once felt and just maybe, he'll become popular in the process.",Action,Sci-Fi,Comedy,Parody,Super Power,Supernatural,,
Sora yori mo Tooi Basho,75,8.58,TV,13,23 min. per ep.,Jan 2018,Mar 2018,Winter,Original,"
  PG-13",325187,https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho,"Filled with an overwhelming sense of wonder for the world around her, Mari Tamaki has always dreamt of what lies beyond the reaches of the universe. However, despite harboring such large aspirations on the inside, her fear of the unknown and anxiety over her own possible limitations have always held her back from chasing them. But now, in her second year of high school, Mari is more determined than ever to not let any more of her youth go to waste. Still, her fear continues to prevent her from taking that ambitious step forward—that is, until she has a chance encounter with a girl who has grand dreams of her own. Spurred by her mother's disappearance, Shirase Kobuchizawa has been working hard to fund her trip to Antarctica. Despite facing doubt and ridicule from virtually everyone, Shirase is determined to embark on this expedition to search for her mother in a place further than the universe itself. Inspired by Shirase's resolve, Mari jumps at the chance to join her. Soon, their efforts attract the attention of the bubbly Hinata Miyake, who is eager to stand out, and Yuzuki Shiraishi, a polite girl from a high class background. Together, they set sail toward the frozen south. Sora yori mo Tooi Basho follows the captivating journey of four spirited girls, all in search of something great.",Adventure,Comedy,Drama,,,,,
Mushishi: Hihamukage,76,8.58,Special,1,"45 min.
 ",Jan 2014,Jan 2014,N/A,Manga,"
  PG-13",101929,https://myanimelist.net/anime/21329/Mushishi__Hihamukage,"The entire countryside comes to a halt midday to witness a rare solar eclipse that is rumored to allow the average person to see Mushi. Unable to avert their gaze, the air is full of awe and wonder—but those who know the Mushi are preparing for the eclipse's aftermath. Based on a prediction from Tanyuu Karibusa, the cursed recorder, Mushishi Ginko finds himself in a very unlucky farming village. Immediately following the solar eclipse, a strange black cloud begins to gather in the sky and blocks the sun once more. Suspecting it to be the work of a Mushi known as Hihami, Ginko seeks to liberate the village from perpetual darkness. However, it seems that not all of the villagers are eager to return to the light.",Adventure,Slice of Life,Mystery,Historical,Supernatural,Fantasy,Seinen,
Kara no Kyoukai 5: Mujun Rasen,77,8.57,Movie,1,1 hr. 54 min.,Aug 2008,Aug 2008,N/A,Light novel,"
  R - 17+",184396,https://myanimelist.net/anime/4282/Kara_no_Kyoukai_5__Mujun_Rasen,"In November 1998, a double homicide occurs at the newly constructed Ogawa apartment complex in the heart of Mifune City. The murderer, Tomoe Enjou, has fled in a panic. To his astonishment, he is not pursued by the police and news of the incident has not been reported through media outlets. After Shiki Ryougi defends Tomoe from a group of thugs, she allows him to use her residence as a hideout. However, a few days later, Tomoe is shaken to discover that his mother is alive, even though he is convinced that he killed her. Coincidentally, Mikiya Kokutou is investigating a tip that his associate Touko Aozaki receives regarding the murder at the unique apartment complex. As he uncovers more information about the incident, Mikiya takes a particular interest in Tomoe. Deciding to investigate him further, Mikiya soon discovers the disturbing truth of the foreboding Ogawa complex. The fifth installment of the Kara no Kyoukai film series, Mujun Rasen combines an intricately constructed mystery with established themes and characters to produce a dark, thought-provoking story.",Action,Mystery,Supernatural,Drama,Romance,Thriller,,
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,78,8.57,Movie,1,2 hr. 5 min.,Apr 2009,Apr 2009,N/A,Original,"
  R+ - ",164775,https://myanimelist.net/anime/4565/Tengen_Toppa_Gurren_Lagann_Movie_2__Lagann-hen,"Humans have enjoyed their lavish, peaceful, and prosperous lives for seven years since the day the almighty Spiral King was defeated—the day they reclaimed their homeland, Earth. However, the boon of this lifestyle leaves them unprepared when an unknown, hostile threat arises due to the ever-growing human population. This calamity is the Anti-Spiral—a fearsome enemy with unparalleled power. As the Spiral King's prognosis postulating the destruction of ""The Spiral's World"" begins to come true, the pieces are in place, and Team Dai-Gurren is ready. With his late brother's hope to see a better future for mankind, Simon—along with Nia Teppelin and the rest of the team—is determined to overthrow the mighty Anti-Spiral in order to revive humanity's lost hope.",Action,Mecha,Sci-Fi,Space,Super Power,,,
Zoku Natsume Yuujinchou,79,8.57,TV,13,24 min. per ep.,Jan 2009,Mar 2009,Winter,Manga,"
  PG-13",195774,https://myanimelist.net/anime/5300/Zoku_Natsume_Yuujinchou,"As with its prequel, Zoku Natsume Yuujinchou is about Takashi Natsume, a boy who has had the ability to see youkai since he was young, and his bodyguard youkai Madara, nicknamed Nyanko-sensei. Natsume attempts to return names written in his ""Book of Friends"" (which he inherited from his grandmother Reiko) to youkai in his village. Throughout these adventures, he meets some youkai that are friendly, some that want to steal the Book, and some that want to kill him, as Natsume learns about himself and his relationship with these mysterious beings along the way.",Slice of Life,Demons,Supernatural,Drama,Shoujo,,,
Shingeki no Kyojin Season 3,80,8.56,TV,12,23 min. per ep.,Jul 2018,Oct 2018,Summer,Manga,"
  R - 17+",1044111,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,"Still threatened by the ""Titans"" that rob them of their freedom, mankind remains caged inside the two remaining walls. Efforts to eradicate these monsters continue; however, threats arise not only from the Titans beyond the walls, but from the humans within them as well. After being rescued from the Colossal and Armored Titans, Eren Yaeger devotes himself to improving his Titan form. Krista Lenz struggles to accept the loss of her friend, Captain Levi chooses Eren and his friends to form his new personal squad, and Commander Erwin Smith recovers from his injuries. All seems well for the soldiers, until the government suddenly demands custody of Eren and Krista. The Survey Corps' recent successes have drawn attention, and a familiar face from Levi's past is sent to collect the wanted soldiers. Sought after by the government, Levi and his new squad must evade their adversaries in hopes of keeping Eren and Krista safe. In Shingeki no Kyojin Season 3, Eren and his fellow soldiers are not only fighting for their survival against the terrifying Titans, but also against the terror of a far more conniving foe: humans.",Action,Military,Mystery,Super Power,Drama,Fantasy,Shounen,
Tian Guan Ci Fu,82,8.56,ONA,11,25 min. per ep.,Oct 2020,Jan 2021,N/A,Novel,"
  PG-13",30572,https://myanimelist.net/anime/40730/Tian_Guan_Ci_Fu,"For you, I’ll become invincible! ""Have you heard? The rubbish Heaven Official is having an affair with the ghost realm’s number one bigshot!"" Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom; one who was beloved by his citizens and the darling of the world. Unsurprisingly, he ascended to the Heavens at a very young age. Now, eight hundred years later, Xie Lian ascends to the Heavens for the third time as the laughing stock of all three realms. On his first task as a god, he meets a mysterious demon who rules the ghosts and terrifies the Heavens……yet unbeknownst to Xie Lian, this demon king has been paying attention to him for a very, very long time.",Action,Adventure,Historical,Supernatural,Drama,,,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,81,8.55,TV,13,26 min. per ep.,Jul 2020,Sep 2020,Summer,Light novel,"
  R - 17+",531788,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,"A reunion that was supposed to spell the arrival of peaceful times is quickly shattered when Subaru Natsuki and Emilia return to Irlam village. Witnessing the devastation left behind by the calamities known as Sin Archbishops, Subaru sinks into the depths of despair as his ability to redo proves futile. As the group makes their way to the Sanctuary in search of answers, Subaru has an unexpected encounter with the Witch of Greed—Echidna. Subjected to her untamed rhythm, he is forced to dive into the spirals of the past and future. At the same time, several mysterious threats set their sights on the Sanctuary, heralding a horrific fate for the hapless people trapped within. Everlasting contracts, past sins, and unrequited love will clash and submerge into a river of blood in the second season of Re:Zero kara Hajimeru Isekai Seikatsu. Pushed to the brink of hopelessness, how long will Subaru's resolve to save his loved ones last?",Psychological,Drama,Thriller,Fantasy,,,,
